Item,Open,Close,Volume
0,0.9860384914895985,0.9784761556733051,0.06388312667025665
1,1.0,0.983921067056459,0.11086829324956388
2,0.9935662105536396,0.9999999999999999,0.09684199148012257
3,0.9875403270664145,0.9880869724100126,0.09897079564985757
4,0.9907294100196538,0.974511236981546,0.10010183770357682
5,0.9779730782066971,0.9865338936597844,0.0957623970956984
6,0.9773241369080727,0.9739265485108716,0.09330832534430503
7,0.9688879000259578,0.973780376393203,0.12239095783012016
8,0.9651982052137797,0.9575918143614105,0.11862174382861009
9,0.9629361812585753,0.9584505755527134,0.18617334028384772
10,0.9538695442577967,0.9623972227297642,0.46231207259893553
11,0.8998961693922201,0.8770509775260368,0.18133125415435447
12,0.8783327770979346,0.8784578841585969,0.10777901307953919
13,0.8813549894315273,0.8733601315549059,0.10739181110853774
14,0.9175473727147996,0.869541384980815,0.1317899271558366
15,0.917399043275114,0.9056276265302395,0.10470989967883748
16,0.9110208773686357,0.898775808514526,0.11696457317077544
17,0.9217191382059553,0.9140507948108897,0.09407340775737638
18,0.9189750435717727,0.9128996893842499,0.11492593686743569
19,0.9223309971446583,0.9125708021194957,0.08087448131069302
20,0.9221455853450513,0.9083318107071076,0.10411923741288853
21,0.9137093484629362,0.9050977526036909,0.1138688396345674
22,0.8882523083769052,0.9075461355746391,0.15102203394327204
23,0.8998961693922201,0.8771240635848713,0.08606128475048061
24,0.8998961693922201,0.8851635300566417,0.07912454351397262
25,0.875236400044499,0.8876849990864243,0.10440166181349629
26,0.8544517373085623,0.872300383701809,0.1080433322027992
27,0.8572514554826269,0.8389000548145441,0.08459825285866197
28,0.851689101494419,0.8500639503014801,0.07890799722648663
29,0.8627767271109135,0.8418052256532066,0.11427199576085546
30,0.8479808655022805,0.8524757902430112,0.14088021046578245
31,0.8282530500241037,0.8349168646080761,0.0886683550584711
32,0.8029999629176401,0.8257628357390828,0.19983977725848098
33,0.7955464085734416,0.7898958523661613,0.14867991016914273
34,0.7987540327066416,0.7827882331445278,0.1656322757222213
35,0.8030185040976008,0.7966014982642061,0.09359523124920678
36,0.8127526235769644,0.8037639320299653,0.10927108511918293
37,0.7941743612563503,0.8021743102503199,0.1375224881885473
38,0.7838654651982051,0.7843230403800475,0.0820402998377337
39,0.7886676308080247,0.7718801388635118,0.115882200253689
40,0.7972892794897466,0.781545770144345,0.22332348716963246
41,0.8095079170838433,0.7903526402338755,0.12437169309798148
42,0.8084139874661622,0.8085876119130276,0.09799140770144721
43,0.8119924351985761,0.8030696144710397,0.1009344115713158
44,0.815070271072051,0.7976064315731776,0.11276782365961793
45,0.8192234953832462,0.7928923807783667,0.08884438854713934
46,0.8103978937219565,0.8102868627809247,0.10792044935505776
47,0.8074683872881669,0.795285949205189,0.13617875394103487
48,0.81290095301665,0.7964553261465376,0.12000258493167679
49,0.8278266028850076,0.8126987027224558,0.08417224106047451
50,0.8104535172618386,0.816334734149461,0.14062449583076692
51,0.7887417955278673,0.7985017357938974,0.11590917890953888
52,0.7610227314866318,0.7833729216152018,0.10554561059958226
53,0.7812326176437869,0.769705828613192,0.09656933675887572
54,0.7951199614343456,0.7735063036725746,0.09364936782107829
55,0.8047057514740237,0.7833546501004934,0.11311074836819467
56,0.7922275373604775,0.793805956513795,0.09685946934686916
57,0.7751511106166797,0.7895852366161157,0.10382695370283397
58,0.7701079096673713,0.756641695596565,0.08375501301070327
59,0.7706826862461527,0.7639685729947013,0.11957361534065529
60,0.7993658916453443,0.7645349899506669,0.11173026578547147
61,0.7984573738272702,0.7937328704549608,0.0894354989635177
62,0.7964920087514369,0.785072172483099,0.07838859087881224
63,0.7933400081581192,0.7858943906449843,0.09460276304458345
64,0.7663440501353507,0.7707655764662892,0.10738024882745922
65,0.7841065005376942,0.757701443449662,0.15680398115330257
66,0.7897801016056663,0.7863146354832816,0.10606905030112125
67,0.8017947862201951,0.7934222547049151,0.09407573813960926
68,0.8054473986724515,0.7981180339850175,0.09176229599296154
69,0.8009604331219637,0.7955600219258178,0.09626145741387805
70,0.8078206697074202,0.7876849990864242,0.10702217663436878
71,0.8046130455742204,0.7999999999999999,0.16263307378850597
72,0.8116030704194015,0.8008039466471771,0.10995944417874104
73,0.8292357325620203,0.8002009866617944,0.175452954602003
74,0.806077798791115,0.8203544673853463,0.16084289208322547
75,0.8475729595431454,0.8067604604421709,0.27978327086713883
76,0.8529499017317461,0.8318107071076192,0.185916281197544
77,0.8513368190751658,0.8371094463731045,0.4168147654452357
78,0.8854711313828012,0.891266215969304,0.287790643479483
79,0.8669855749619906,0.8777087520555454,0.15142698267127772
80,0.8906255794118738,0.8689932395395578,0.1446151857744864
81,0.8773500945600179,0.8739996345697058,0.10899430741398561
82,0.8498349834983498,0.8639685729947012,0.10263729357294922
83,0.8572514554826269,0.8420792983738351,0.10364285350643652
84,0.8479808655022805,0.8467933491686462,0.093660033801298
85,0.837393851744725,0.8306395030148,0.11533088559544136
86,0.8232840137946378,0.8245569157683174,0.1365480298948603
87,0.8063373753105647,0.7994518545587431,0.09900530323292135
88,0.7919308784811065,0.7970948291613374,0.10613627286553122
89,0.7679756739718917,0.7784396126438883,0.14299350863066024
90,0.759205695850484,0.7566965101406907,0.12695671440484546
91,0.7548299773797604,0.7658688105243926,0.16181699185656892
92,0.7741498868988022,0.7410195505207383,0.15258993303557022
93,0.7998665035042829,0.760423899141239,0.18629344459892688
94,0.8070419401490709,0.7769778914672026,0.2940043388131973
95,0.8053361515926873,0.8184542298556551,0.24301360369591452
96,0.8302925798197798,0.7958706376758634,0.2303682326596258
97,0.8811695776319204,0.8399780741823498,0.14241718717845206
98,0.8569362554232951,0.8643157317741642,0.13620035479173195
99,0.8604034560759448,0.8487849442718803,0.08369173417007202
100,0.8510216190158342,0.8530970217431025,0.1070453011965258
101,0.8582155968405829,0.8369815457701445,0.10020016190778715
102,0.8441984647902994,0.8492965466837202,0.1364649428052496
103,0.8257314495494492,0.8171569523113466,0.2737361978630754
104,0.8145511180331517,0.8217796455326146,0.18440000903471265
105,0.8626654800311491,0.8372190754613559,0.13260753279923362
106,0.8478139948826342,0.842042755344418,0.17972131855177859
107,0.8249156376311788,0.8228576649004203,0.3365168744770085
108,0.9082397003745317,0.8355198245934589,0.2956227892739318
109,0.904253346682983,0.8968572994701262,0.13168918293930754
110,0.8992472280935959,0.892618308057738,0.12900099740359566
111,0.9057551822597989,0.8846519276448018,0.16191155159717227
112,0.893499462305781,0.897368901881966,0.11149830312321413
113,0.88035376571365,0.882605517997442,0.15588706537475056
114,0.8794081655356547,0.8668006577745296,0.1256848634862088
115,0.8906626617717952,0.8629819112004385,0.2186314418039023
116,0.8819297660103087,0.8831171204092819,0.13071257352355944
117,0.8807987540327067,0.8750593824228029,0.11145429475104707
118,0.8578633144213299,0.8715329800840489,0.14806800557284022
119,0.8497979011384285,0.844893111638955,0.0917409640325221
